case_id,customer_id,card_id,opened_at,closed_at,outcome,pattern,exposure_usd,actions_taken,report_filed,analyst_notes,source_json
CC-3461,C12509,C12509-K2,2016-09-14 08:54:50,2016-09-17 04:54:50,confirmed_fraud,card_not_present_new_device,1559.94,CREATE_CASE|BLOCK_CARD|FILE_REPORT,true,"Case CC-3461: cardholder C12509 reported unrecognized activity on card C12509-K2. 17 transaction(s) between 2016-09-07 and 2016-09-14 totaling $1,559.94 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-3461"",""customer_id"":""C12509"",""card_id"":""C12509-K2"",""opened_at"":""2016-09-14 08:54:50"",""closed_at"":""2016-09-17 04:54:50"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_new_device"",""first_fraud_txn_id"":""3246719"",""txn_ids"":""3246719|3247246|3250307|3250436|3253925|3254002|3256649|3256783|3256823|3259977|3259978|3259979|3262897|3262960|3262973|3262981|3265827"",""n_txns"":""17"",""exposure_usd"":""1559.94"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD|FILE_REPORT"",""report_filed"":""Yes"",""analyst_notes"":""Case CC-3461: cardholder C12509 reported unrecognized activity on card C12509-K2. 17 transaction(s) between 2016-09-07 and 2016-09-14 totaling $1,559.94 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.""}"
CC-3462,C13081,C13081-K1,2016-09-14 08:57:37,2016-09-18 14:57:37,confirmed_fraud,account_takeover,87.08,CREATE_CASE|BLOCK_CARD,false,Case CC-3462: cardholder C13081 reported unrecognized activity on card C13081-K1. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $87.08 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-3462"",""customer_id"":""C13081"",""card_id"":""C13081-K1"",""opened_at"":""2016-09-14 08:57:37"",""closed_at"":""2016-09-18 14:57:37"",""outcome"":""confirmed_fraud"",""pattern"":""account_takeover"",""first_fraud_txn_id"":""3263337"",""txn_ids"":""3263337"",""n_txns"":""1"",""exposure_usd"":""87.08"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-3462: cardholder C13081 reported unrecognized activity on card C13081-K1. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $87.08 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.""}"
CC-3463,C11005,C11005-K1,2016-09-14 09:14:34,2016-09-15 06:14:34,cleared,,0.00,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,false,Case CC-3463: model scored a $20.06 transaction at 0.93. Cardholder confirmed travel to the billing region in question. Alert cleared.,"{""case_id"":""CC-3463"",""customer_id"":""C11005"",""card_id"":""C11005-K1"",""opened_at"":""2016-09-14 09:14:34"",""closed_at"":""2016-09-15 06:14:34"",""outcome"":""cleared"",""pattern"":""none"",""first_fraud_txn_id"":"""",""txn_ids"":""3265897"",""n_txns"":""1"",""exposure_usd"":""0.00"",""connected_card_ids"":"""",""actions_taken"":""VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD"",""report_filed"":""No"",""analyst_notes"":""Case CC-3463: model scored a $20.06 transaction at 0.93. Cardholder confirmed travel to the billing region in question. Alert cleared.""}"
CC-3464,C00889,C00889-K2,2016-09-14 09:14:48,2016-09-19 19:14:48,confirmed_fraud,card_not_present_new_device,249.93,CREATE_CASE|BLOCK_CARD,false,"Case CC-3464: cardholder C00889 reported unrecognized activity on card C00889-K2. 2 transaction(s) between 2016-09-13 and 2016-09-13 totaling $249.93 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-3464"",""customer_id"":""C00889"",""card_id"":""C00889-K2"",""opened_at"":""2016-09-14 09:14:48"",""closed_at"":""2016-09-19 19:14:48"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_new_device"",""first_fraud_txn_id"":""3264087"",""txn_ids"":""3264087|3264104"",""n_txns"":""2"",""exposure_usd"":""249.93"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-3464: cardholder C00889 reported unrecognized activity on card C00889-K2. 2 transaction(s) between 2016-09-13 and 2016-09-13 totaling $249.93 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed.""}"
CC-3465,C11847,C11847-K2,2016-09-14 09:32:53,2016-09-17 03:32:53,cleared,,0.00,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,false,Case CC-3465: model scored a $19.32 transaction at 0.88. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.,"{""case_id"":""CC-3465"",""customer_id"":""C11847"",""card_id"":""C11847-K2"",""opened_at"":""2016-09-14 09:32:53"",""closed_at"":""2016-09-17 03:32:53"",""outcome"":""cleared"",""pattern"":""none"",""first_fraud_txn_id"":"""",""txn_ids"":""3265715"",""n_txns"":""1"",""exposure_usd"":""0.00"",""connected_card_ids"":"""",""actions_taken"":""VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD"",""report_filed"":""No"",""analyst_notes"":""Case CC-3465: model scored a $19.32 transaction at 0.88. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.""}"
CC-3466,C05560,C05560-K2,2016-09-14 09:33:00,2016-09-18 14:33:00,confirmed_fraud,card_not_present_new_device,200.05,CREATE_CASE|BLOCK_CARD,false,"Case CC-3466: cardholder C05560 reported unrecognized activity on card C05560-K2. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $200.05 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-3466"",""customer_id"":""C05560"",""card_id"":""C05560-K2"",""opened_at"":""2016-09-14 09:33:00"",""closed_at"":""2016-09-18 14:33:00"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_new_device"",""first_fraud_txn_id"":""3263274"",""txn_ids"":""3263274"",""n_txns"":""1"",""exposure_usd"":""200.05"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-3466: cardholder C05560 reported unrecognized activity on card C05560-K2. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $200.05 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed.""}"
CC-3467,C07518,C07518-K2,2016-09-14 09:43:54,2016-09-19 05:43:54,confirmed_fraud,account_takeover,117.98,CREATE_CASE|BLOCK_CARD,false,Case CC-3467: cardholder C07518 reported unrecognized activity on card C07518-K2. 2 transaction(s) between 2016-09-14 and 2016-09-14 totaling $117.98 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-3467"",""customer_id"":""C07518"",""card_id"":""C07518-K2"",""opened_at"":""2016-09-14 09:43:54"",""closed_at"":""2016-09-19 05:43:54"",""outcome"":""confirmed_fraud"",""pattern"":""account_takeover"",""first_fraud_txn_id"":""3265865"",""txn_ids"":""3265865|3265877"",""n_txns"":""2"",""exposure_usd"":""117.98"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-3467: cardholder C07518 reported unrecognized activity on card C07518-K2. 2 transaction(s) between 2016-09-14 and 2016-09-14 totaling $117.98 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.""}"
CC-3468,C10553,C10553-K1,2016-09-14 10:09:34,2016-09-17 02:09:34,confirmed_fraud,out_of_region_use,311.89,CREATE_CASE|BLOCK_CARD,false,"Case CC-3468: cardholder C10553 reported unrecognized activity on card C10553-K1. 1 transaction(s) between 2016-09-14 and 2016-09-14 totaling $311.89 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-3468"",""customer_id"":""C10553"",""card_id"":""C10553-K1"",""opened_at"":""2016-09-14 10:09:34"",""closed_at"":""2016-09-17 02:09:34"",""outcome"":""confirmed_fraud"",""pattern"":""out_of_region_use"",""first_fraud_txn_id"":""3265506"",""txn_ids"":""3265506"",""n_txns"":""1"",""exposure_usd"":""311.89"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-3468: cardholder C10553 reported unrecognized activity on card C10553-K1. 1 transaction(s) between 2016-09-14 and 2016-09-14 totaling $311.89 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.""}"
CC-3469,C11522,C11522-K2,2016-09-14 10:57:08,2016-09-15 14:57:08,confirmed_fraud,account_takeover,602.80,CREATE_CASE|BLOCK_CARD,false,Case CC-3469: cardholder C11522 reported unrecognized activity on card C11522-K2. 4 transaction(s) between 2016-09-11 and 2016-09-13 totaling $602.80 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a MacOS on chrome 63.0. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-3469"",""customer_id"":""C11522"",""card_id"":""C11522-K2"",""opened_at"":""2016-09-14 10:57:08"",""closed_at"":""2016-09-15 14:57:08"",""outcome"":""confirmed_fraud"",""pattern"":""account_takeover"",""first_fraud_txn_id"":""3258722"",""txn_ids"":""3258722|3261816|3262401|3263336"",""n_txns"":""4"",""exposure_usd"":""602.80"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-3469: cardholder C11522 reported unrecognized activity on card C11522-K2. 4 transaction(s) between 2016-09-11 and 2016-09-13 totaling $602.80 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a MacOS on chrome 63.0. Card blocked and reissued. Customer reimbursed.""}"
CC-3470,C00750,C00750-K2,2016-09-14 11:42:58,2016-09-18 15:42:58,confirmed_fraud,account_takeover,1417.17,CREATE_CASE|BLOCK_CARD|FILE_REPORT,true,"Case CC-3470: cardholder C00750 reported unrecognized activity on card C00750-K2. 12 transaction(s) between 2016-09-08 and 2016-09-13 totaling $1,417.17 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a Pixel Build/OPM1.171019.016 on chrome 64.0 for android. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-3470"",""customer_id"":""C00750"",""card_id"":""C00750-K2"",""opened_at"":""2016-09-14 11:42:58"",""closed_at"":""2016-09-18 15:42:58"",""outcome"":""confirmed_fraud"",""pattern"":""account_takeover"",""first_fraud_txn_id"":""3249046"",""txn_ids"":""3249046|3251528|3251549|3251558|3251604|3251739|3252168|3256066|3257560|3259298|3260312|3263452"",""n_txns"":""12"",""exposure_usd"":""1417.17"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD|FILE_REPORT"",""report_filed"":""Yes"",""analyst_notes"":""Case CC-3470: cardholder C00750 reported unrecognized activity on card C00750-K2. 12 transaction(s) between 2016-09-08 and 2016-09-13 totaling $1,417.17 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a Pixel Build/OPM1.171019.016 on chrome 64.0 for android. Card blocked and reissued. Customer reimbursed.""}"
CC-3471,C06988,C06988-K1,2016-09-14 12:14:18,2016-09-17 07:14:18,confirmed_fraud,card_not_present_new_device,433.88,CREATE_CASE|BLOCK_CARD,false,"Case CC-3471: cardholder C06988 reported unrecognized activity on card C06988-K1. 5 transaction(s) between 2016-09-13 and 2016-09-13 totaling $433.88 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-3471"",""customer_id"":""C06988"",""card_id"":""C06988-K1"",""opened_at"":""2016-09-14 12:14:18"",""closed_at"":""2016-09-17 07:14:18"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_new_device"",""first_fraud_txn_id"":""3262962"",""txn_ids"":""3262962|3262965|3262966|3262970|3262971"",""n_txns"":""5"",""exposure_usd"":""433.88"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-3471: cardholder C06988 reported unrecognized activity on card C06988-K1. 5 transaction(s) between 2016-09-13 and 2016-09-13 totaling $433.88 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.""}"
CC-3472,C01109,C01109-K2,2016-09-14 15:26:39,2016-09-16 21:26:39,confirmed_fraud,card_not_present_fraud,275.06,CREATE_CASE|BLOCK_CARD,false,Case CC-3472: cardholder C01109 reported unrecognized activity on card C01109-K2. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $275.06 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a VS425PP Build/LMY47V on chrome 50.0 for android. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-3472"",""customer_id"":""C01109"",""card_id"":""C01109-K2"",""opened_at"":""2016-09-14 15:26:39"",""closed_at"":""2016-09-16 21:26:39"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_fraud"",""first_fraud_txn_id"":""3264551"",""txn_ids"":""3264551"",""n_txns"":""1"",""exposure_usd"":""275.06"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-3472: cardholder C01109 reported unrecognized activity on card C01109-K2. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $275.06 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a VS425PP Build/LMY47V on chrome 50.0 for android. Card blocked and reissued. Customer reimbursed.""}"
CC-3473,C05245,C05245-K2,2016-09-14 15:28:16,2016-09-15 09:28:16,confirmed_fraud,card_not_present_new_device,449.99,CREATE_CASE|BLOCK_CARD,false,"Case CC-3473: cardholder C05245 reported unrecognized activity on card C05245-K2. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $449.99 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a rv:58.0 on firefox. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-3473"",""customer_id"":""C05245"",""card_id"":""C05245-K2"",""opened_at"":""2016-09-14 15:28:16"",""closed_at"":""2016-09-15 09:28:16"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_new_device"",""first_fraud_txn_id"":""3263004"",""txn_ids"":""3263004"",""n_txns"":""1"",""exposure_usd"":""449.99"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-3473: cardholder C05245 reported unrecognized activity on card C05245-K2. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $449.99 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a rv:58.0 on firefox. Card blocked and reissued. Customer reimbursed.""}"
CC-3474,C00728,C00728-K2,2016-09-14 15:29:23,2016-09-17 13:29:23,confirmed_fraud,account_takeover,30.99,CREATE_CASE|BLOCK_CARD,false,Case CC-3474: cardholder C00728 reported unrecognized activity on card C00728-K2. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $30.99 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-3474"",""customer_id"":""C00728"",""card_id"":""C00728-K2"",""opened_at"":""2016-09-14 15:29:23"",""closed_at"":""2016-09-17 13:29:23"",""outcome"":""confirmed_fraud"",""pattern"":""account_takeover"",""first_fraud_txn_id"":""3263147"",""txn_ids"":""3263147"",""n_txns"":""1"",""exposure_usd"":""30.99"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-3474: cardholder C00728 reported unrecognized activity on card C00728-K2. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $30.99 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.""}"
CC-3475,C10045,C10045-K1,2016-09-14 15:59:09,2016-09-15 14:59:09,cleared,,0.00,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,false,Case CC-3475: model scored a $15.05 transaction at 0.85. Cardholder confirmed travel to the billing region in question. Alert cleared.,"{""case_id"":""CC-3475"",""customer_id"":""C10045"",""card_id"":""C10045-K1"",""opened_at"":""2016-09-14 15:59:09"",""closed_at"":""2016-09-15 14:59:09"",""outcome"":""cleared"",""pattern"":""none"",""first_fraud_txn_id"":"""",""txn_ids"":""3266298"",""n_txns"":""1"",""exposure_usd"":""0.00"",""connected_card_ids"":"""",""actions_taken"":""VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD"",""report_filed"":""No"",""analyst_notes"":""Case CC-3475: model scored a $15.05 transaction at 0.85. Cardholder confirmed travel to the billing region in question. Alert cleared.""}"
CC-3476,C01982,C01982-K2,2016-09-14 17:18:04,2016-09-17 11:18:04,confirmed_fraud,out_of_region_use,146.77,CREATE_CASE|BLOCK_CARD,false,"Case CC-3476: cardholder C01982 reported unrecognized activity on card C01982-K2. 3 transaction(s) between 2016-09-13 and 2016-09-13 totaling $146.77 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-3476"",""customer_id"":""C01982"",""card_id"":""C01982-K2"",""opened_at"":""2016-09-14 17:18:04"",""closed_at"":""2016-09-17 11:18:04"",""outcome"":""confirmed_fraud"",""pattern"":""out_of_region_use"",""first_fraud_txn_id"":""3262255"",""txn_ids"":""3262255|3262926|3263026"",""n_txns"":""3"",""exposure_usd"":""146.77"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-3476: cardholder C01982 reported unrecognized activity on card C01982-K2. 3 transaction(s) between 2016-09-13 and 2016-09-13 totaling $146.77 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.""}"
CC-3477,C01910,C01910-K1,2016-09-14 17:44:29,2016-09-19 17:44:29,confirmed_fraud,account_takeover,468.13,CREATE_CASE|BLOCK_CARD,false,Case CC-3477: cardholder C01910 reported unrecognized activity on card C01910-K1. 4 transaction(s) between 2016-09-13 and 2016-09-13 totaling $468.13 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-3477"",""customer_id"":""C01910"",""card_id"":""C01910-K1"",""opened_at"":""2016-09-14 17:44:29"",""closed_at"":""2016-09-19 17:44:29"",""outcome"":""confirmed_fraud"",""pattern"":""account_takeover"",""first_fraud_txn_id"":""3262969"",""txn_ids"":""3262969|3263534|3263814|3263825"",""n_txns"":""4"",""exposure_usd"":""468.13"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-3477: cardholder C01910 reported unrecognized activity on card C01910-K1. 4 transaction(s) between 2016-09-13 and 2016-09-13 totaling $468.13 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.""}"
CC-3478,C11642,C11642-K1,2016-09-14 17:56:31,2016-09-16 01:56:31,confirmed_fraud,card_not_present_new_device,16.36,CREATE_CASE|BLOCK_CARD,false,"Case CC-3478: cardholder C11642 reported unrecognized activity on card C11642-K1. 1 transaction(s) between 2016-09-14 and 2016-09-14 totaling $16.36 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-3478"",""customer_id"":""C11642"",""card_id"":""C11642-K1"",""opened_at"":""2016-09-14 17:56:31"",""closed_at"":""2016-09-16 01:56:31"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_new_device"",""first_fraud_txn_id"":""3265472"",""txn_ids"":""3265472"",""n_txns"":""1"",""exposure_usd"":""16.36"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-3478: cardholder C11642 reported unrecognized activity on card C11642-K1. 1 transaction(s) between 2016-09-14 and 2016-09-14 totaling $16.36 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.""}"
CC-3479,C10149,C10149-K1,2016-09-14 19:48:35,2016-09-19 02:48:35,confirmed_fraud,card_not_present_new_device,150.06,CREATE_CASE|BLOCK_CARD,false,"Case CC-3479: cardholder C10149 reported unrecognized activity on card C10149-K1. 1 transaction(s) between 2016-09-14 and 2016-09-14 totaling $150.06 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-3479"",""customer_id"":""C10149"",""card_id"":""C10149-K1"",""opened_at"":""2016-09-14 19:48:35"",""closed_at"":""2016-09-19 02:48:35"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_new_device"",""first_fraud_txn_id"":""3265629"",""txn_ids"":""3265629"",""n_txns"":""1"",""exposure_usd"":""150.06"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-3479: cardholder C10149 reported unrecognized activity on card C10149-K1. 1 transaction(s) between 2016-09-14 and 2016-09-14 totaling $150.06 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed.""}"
CC-3480,C08256,C08256-K2,2016-09-14 19:50:24,2016-09-17 21:50:24,confirmed_fraud,out_of_region_use,225.96,CREATE_CASE|BLOCK_CARD,false,"Case CC-3480: cardholder C08256 reported unrecognized activity on card C08256-K2. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $225.96 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-3480"",""customer_id"":""C08256"",""card_id"":""C08256-K2"",""opened_at"":""2016-09-14 19:50:24"",""closed_at"":""2016-09-17 21:50:24"",""outcome"":""confirmed_fraud"",""pattern"":""out_of_region_use"",""first_fraud_txn_id"":""3264631"",""txn_ids"":""3264631"",""n_txns"":""1"",""exposure_usd"":""225.96"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-3480: cardholder C08256 reported unrecognized activity on card C08256-K2. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $225.96 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.""}"
CC-3481,C10757,C10757-K2,2016-09-14 20:31:19,2016-09-19 02:31:19,confirmed_fraud,out_of_region_use,142.05,CREATE_CASE|BLOCK_CARD,false,"Case CC-3481: cardholder C10757 reported unrecognized activity on card C10757-K2. 1 transaction(s) between 2016-09-14 and 2016-09-14 totaling $142.05 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-3481"",""customer_id"":""C10757"",""card_id"":""C10757-K2"",""opened_at"":""2016-09-14 20:31:19"",""closed_at"":""2016-09-19 02:31:19"",""outcome"":""confirmed_fraud"",""pattern"":""out_of_region_use"",""first_fraud_txn_id"":""3265578"",""txn_ids"":""3265578"",""n_txns"":""1"",""exposure_usd"":""142.05"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-3481: cardholder C10757 reported unrecognized activity on card C10757-K2. 1 transaction(s) between 2016-09-14 and 2016-09-14 totaling $142.05 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.""}"
CC-3482,C04125,C04125-K2,2016-09-14 22:15:59,2016-09-16 14:15:59,cleared,,0.00,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,false,"Case CC-3482: model scored a $1,440.08 transaction at 0.97. Cardholder confirmed travel to the billing region in question. Alert cleared.","{""case_id"":""CC-3482"",""customer_id"":""C04125"",""card_id"":""C04125-K2"",""opened_at"":""2016-09-14 22:15:59"",""closed_at"":""2016-09-16 14:15:59"",""outcome"":""cleared"",""pattern"":""none"",""first_fraud_txn_id"":"""",""txn_ids"":""3266180"",""n_txns"":""1"",""exposure_usd"":""0.00"",""connected_card_ids"":"""",""actions_taken"":""VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD"",""report_filed"":""No"",""analyst_notes"":""Case CC-3482: model scored a $1,440.08 transaction at 0.97. Cardholder confirmed travel to the billing region in question. Alert cleared.""}"
CC-3483,C07981,C07981-K1,2016-09-14 22:32:10,2016-09-16 22:32:10,confirmed_fraud,card_not_present_fraud,231.98,CREATE_CASE|BLOCK_CARD,false,Case CC-3483: cardholder C07981 reported unrecognized activity on card C07981-K1. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $231.98 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-3483"",""customer_id"":""C07981"",""card_id"":""C07981-K1"",""opened_at"":""2016-09-14 22:32:10"",""closed_at"":""2016-09-16 22:32:10"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_fraud"",""first_fraud_txn_id"":""3264780"",""txn_ids"":""3264780"",""n_txns"":""1"",""exposure_usd"":""231.98"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-3483: cardholder C07981 reported unrecognized activity on card C07981-K1. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $231.98 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.""}"
